code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,good_company,good_price,成长指数,价值指数,股息率,成长指数,价值指数
20,深华发Ａ,元器件,深圳,621.65,1.81,2.83,6.24,3.3,1.85,1.47,0.52,0.009,1.15,9.82,19920428,-1.81,-0.64,-0.53,-7.62,12.27,0.76,24818,1.8167,1,33.0672,23.2668,0,33.0672,23.2668
2765,蓝黛传动,汽车配件,重庆,0,2.54,4.81,34.48,14.19,8.49,8.35,1.73,-0.14,3.34,1.71,20150612,2.42,0.5,-48.68,-241.16,-1.62,-21.17,26430,1.3167,1.6,27.4672,30.8668,0.008,27.4672,30.8668
2922,伊戈尔,电气设备,广东,56.36,0.69,1.35,14.02,8.26,4.18,5.05,3.76,0.139,6.65,2.36,20171229,1.91,1.42,17.07,5.73,22.41,3.28,18853,1.6083,1.3,30.9328,27.2332,0.0096,30.9328,27.2332
300180,华峰超纤,化纤,上海,167.95,10.26,17.04,78.2,21.37,29.68,28.2,1.65,0.028,3.02,3.09,20110222,10.72,0.63,-3.6,-77.24,26.06,3.19,7176,1.6083,1.3,30.9328,27.2332,0.0026,30.9328,27.2332
2523,天桥起重,工程机械,湖南,57.71,13.49,14.17,34.72,25.34,4.14,0.62,0.04,0.027,1.45,2.16,20101210,4.58,0.32,-7.48,-13.81,22.71,7.73,33520,1.6083,1.3,30.9328,27.2332,0.0097,30.9328,27.2332
300478,杭州高新,橡胶,浙江,81.06,1.26,1.27,10.96,7.95,2.41,1.8,1.42,0.084,4.49,3.02,20150610,2.19,1.73,-6.42,-53.1,17.8,3.02,7819,1.6083,1.3,30.9328,27.2332,0.0058,30.9328,27.2332
300022,吉峰科技,农用机械,四川,0,3.43,3.8,21.16,17.89,1.45,2.07,0.54,-0.1,0.48,8.23,20091030,-4.21,-1.11,-21.09,-1833.3,16.89,-3.54,32987,1.7167,1.15,32.0672,25.2668,0,32.0672,25.2668
2813,路畅科技,汽车配件,深圳,0,0.3,1.2,14.48,10.08,1.83,2.06,1.72,-0.366,5.11,5.45,20161012,2.44,2.04,-21.21,-316.82,11.01,-14.46,20000,1.7167,1.15,32.0672,25.2668,0.0011,32.0672,25.2668
600243,青海华鼎,机床制造,青海,0,4.39,4.39,23.95,15.3,5.95,12.44,2.84,-0.133,3.38,1.25,20001120,-2.24,-0.51,-3.11,-16.09,6.78,-18.07,19807,1.4667,1.45,29.2672,29.0668,0.0037,29.2672,29.0668
603389,亚振家居,家居用品,江苏,0,0.76,2.63,9.09,4.67,1.64,3.34,1.27,-0.116,2.85,2.42,20161215,1.26,0.48,-12.93,-70.55,53.88,-17.69,18387,1.4667,1.45,29.2672,29.0668,0.0105,29.2672,29.0668
600758,红阳能源,煤炭开采,辽宁,24.31,7.86,13.22,150.04,56.41,66.08,34.19,2.59,0.099,4.24,1.14,19961029,6.39,0.48,-10.87,177.68,17.44,3.99,60482,1.4667,1.45,29.2672,29.0668,0.0055,29.2672,29.0668
428,华天酒店,酒店餐饮,湖南,0,10.19,10.19,70.85,17.72,32.11,14.53,1.43,-0.134,2.35,1.14,19960808,-1.47,-0.14,-9.29,4.74,55.11,-31.44,31021,1.4667,1.45,29.2672,29.0668,0,29.2672,29.0668
608,阳光股份,区域地产,广西,0,7.5,7.5,61.99,13.49,0.1,5.11,0.68,-0.034,3.92,1.53,19960919,13.9,1.85,-31.18,-143.88,94.29,-23.86,21779,1.4667,1.45,29.2672,29.0668,0,29.2672,29.0668
2312,三泰控股,IT设备,四川,0,13.49,13.78,34.02,20.99,1.8,28.4,2.06,-0.046,2.29,1.8,20091203,-10.81,-0.78,9.38,51.33,10.12,-16.76,90000,1.4667,1.45,29.2672,29.0668,0,29.2672,29.0668
600456,宝钛股份,小金属,陕西,49.9,4.3,4.3,79,52.82,22.02,23.71,5.51,0.257,8.4,3.05,20020412,6.31,1.47,24.42,225,20.29,5.62,33031,1.6,1.3,30.8,27.2,0.0041,30.8,27.2
300162,雷曼光电,元器件,深圳,67.41,2.29,3.5,14.43,7.94,2.07,6.35,1.82,0.054,3.01,2.4,20110113,0.39,0.11,25.35,60.6,23.67,4.3,23652,1.6,1.3,30.8,27.2,0,30.8,27.2
2348,高乐股份,文教休闲,广东,303.3,7.43,9.47,18.23,7.29,6.4,0.1,0.01,0.005,1.36,2.24,20100203,2.67,0.28,-10.78,-74.35,29.07,1.35,32511,1.6,1.3,30.8,27.2,0,30.8,27.2
2166,莱茵生物,中成药,广西,48.4,4.44,5.65,24.41,16.22,5.54,6.04,1.07,0.09,2.83,2.73,20070913,3.84,0.68,-14.8,-37.46,33.86,17.27,61917,1.6,1.3,30.8,27.2,0.0065,30.8,27.2
600300,维维股份,软饮料,江苏,29.97,16.72,16.72,79.36,41.53,24.74,2.18,0.13,0.06,1.62,2.02,20000630,7.46,0.45,2.85,-5.14,18,3.24,95795,1.6,1.3,30.8,27.2,0.0092,30.8,27.2
2198,嘉应制药,中成药,广东,119.58,5.08,5.08,9.64,4.02,2.42,1.23,0.24,0.027,1.57,4.16,20071218,1.41,0.28,0.59,21.93,76.15,6.48,38074,1.7083,1.15,31.9328,25.2332,0,31.9328,25.2332
603577,汇金通,钢加工,山东,32.96,0.78,1.75,25.11,20.15,3.11,4.53,2.59,0.167,5.17,2.13,20161222,2.47,1.41,68.48,23.11,19.98,4.15,13846,1.4583,1.45,29.1328,29.0332,0.0052,29.1328,29.0332
2921,联诚精密,汽车配件,山东,30.21,0.48,0.8,12,5.69,4.51,4.2,5.25,0.308,8.37,2.23,20171227,1.7,2.13,11.65,-8.98,24.18,6.86,12503,1.4583,1.45,29.1328,29.0332,0.0082,29.1328,29.0332
600058,五矿发展,商贸代理,北京,47.87,10.72,10.72,226.98,192.97,12.31,41.79,3.9,0.02,3.82,2.14,19970528,-21.19,-1.98,6.53,161.29,3.62,0.34,69297,1.4583,1.45,29.1328,29.0332,0,29.1328,29.0332
300265,通光线缆,电气设备,江苏,50.34,3.37,3.38,21.6,14.45,2.96,1.96,0.58,0.082,3.02,2.75,20110916,4.46,1.32,-15.43,17.96,26.52,4.04,23354,1.5917,1.3,30.6672,27.1668,0.0019,30.6672,27.1668
600316,洪都航空,航空,江西,0,7.17,7.17,91.46,47,22.22,31.4,4.38,-0.063,6.73,2.57,20001215,8.19,1.14,102,3.11,4.92,-4.99,55768,1.5917,1.3,30.6672,27.1668,0.0007,30.6672,27.1668
601069,西部黄金,黄金,新疆,42469.58,6.36,6.36,27.76,9.46,11.7,5.08,0.8,0,2.63,6.96,20150122,4.49,0.71,230.85,100.95,9.35,0.01,71412,1.7,1.15,31.8,25.2,0.0006,31.8,25.2
600108,亚盛集团,农业综合,甘肃,63.9,19.47,19.47,83.37,37.06,12.67,5.31,0.27,0.025,2.49,1.27,19970818,19.63,1.01,12.04,5.73,23.52,4.32,175101,1.45,1.45,29,29,0.0015,29,29
601319,中国人保,保险,北京,12.23,10.11,442.24,11178.49,0,247.81,74.85,0.17,0.351,3.89,2.21,20181116,891.05,2.01,0,0,0,5.35,245383,1.0667,1.75,24.0672,32.2668,0.0054,24.0672,32.2668
2428,云南锗业,小金属,云南,0,6.44,6.53,21.36,7.22,9.18,3.28,0.5,-0.013,2.27,3.64,20100608,4.11,0.63,14.71,-208.24,13.5,-3.59,61686,1.5833,1.3,30.5328,27.1332,0,30.5328,27.1332
603045,福达合金,电气设备,浙江,33.46,0.95,1.38,14.14,9.95,2.63,2.46,1.79,0.249,5.75,2.89,20180517,3.49,2.53,8.83,34.52,14.09,5.08,14654,1.5833,1.3,30.5328,27.1332,0.0053,30.5328,27.1332
2805,丰元股份,化工原料,山东,56.07,0.97,1.45,9.4,4.37,3.43,1.1,0.75,0.101,4.07,2.78,20160707,2.95,2.03,56.7,11.06,17.44,6.88,13896,1.5833,1.3,30.5328,27.1332,0.002,30.5328,27.1332
2265,西仪股份,汽车配件,云南,0,3.04,3.19,14.7,7.02,4.49,5.72,1.8,-0.018,2.82,3.94,20080806,-0.25,-0.08,-17.36,-194.04,13.2,-1.62,40756,1.5833,1.3,30.5328,27.1332,0,30.5328,27.1332
601212,白银有色,铜,甘肃,3383.19,19.65,74.05,463.14,210.25,71.7,35.57,0.48,0.001,1.56,2.81,20170215,28.6,0.39,19.31,104.93,4.97,0.02,176623,1.5833,1.3,30.5328,27.1332,0.0024,30.5328,27.1332
2183,怡 亚 通,仓储物流,深圳,77.08,21.2,21.23,426.96,341.61,15.07,13.03,0.61,0.029,2.8,1.59,20071113,17.45,0.82,-17.42,-82.02,6.96,0.2,107186,1.275,1.6,26.8,30.7,0.0045,26.8,30.7
2451,摩恩电气,电气设备,上海,44.53,4.16,4.39,14.11,6.86,3.14,0.68,0.16,0.106,1.61,5.86,20100720,1.87,0.43,-36.51,311.28,19.93,26.56,46129,1.6917,1.15,31.6672,25.1668,0,31.6672,25.1668
688122,西部超导,小金属,陕西,126.65,0.4,4.41,40.73,28.32,8.78,11.94,2.71,0.194,5.66,8.7,20190722,2.18,0.49,0,0,34.41,12.81,25400,1.7833,1,32.5328,23.1332,0,32.5328,23.1332
2338,奥普光电,电器仪表,吉林,80.22,2.4,2.4,10.2,7.27,1.81,2.53,1.05,0.085,3.43,3.96,20100115,2.69,1.12,2.48,-4.41,40.55,11.18,15368,1.575,1.3,30.4,27.1,0.0038,30.4,27.1
300048,合康新能,电气设备,北京,51.44,10.9,11.15,40.63,22.8,11.98,8.51,0.76,0.026,2.03,1.31,20100120,2.58,0.23,-21.71,79.98,32.74,5.63,49599,1.2667,1.6,26.6672,30.6668,0.0078,26.6672,30.6668
2590,万安科技,汽车配件,浙江,74.02,4.34,4.8,35.26,20.81,8.75,7.86,1.64,0.048,3.76,1.88,20110610,4.65,0.97,-10.1,-65.53,21.65,2.14,45801,1.2667,1.6,26.6672,30.6668,0,26.6672,30.6668
601068,中铝国际,建筑工程,北京,889.67,2.96,29.59,501.9,422.56,21.11,8.5,0.29,-0.01,2.82,2.15,20180831,40.23,1.36,-4.27,-95.66,9.04,0.07,68103,1.4333,1.45,28.7328,28.9332,0.0053,28.7328,28.9332
838,财信发展,区域地产,重庆,0,6.32,11,153.65,149.94,1.52,2.48,0.23,-0.03,1.66,1.92,19970626,4.57,0.42,-5.59,-299.98,22.28,-6.79,71186,1.4333,1.45,28.7328,28.9332,0.0067,28.7328,28.9332
600903,贵州燃气,供气供热,贵州,48.65,6.32,11.38,90.04,23.34,38.18,1.85,0.16,0.122,2.35,5.06,20171107,4.55,0.4,23.02,16.19,20.35,6.85,75193,1.6833,1.15,31.5328,25.1332,0.0039,31.5328,25.1332
300597,吉大通信,通信设备,吉林,136.06,1.37,2.4,10.15,9.08,0.33,2.13,0.89,0.052,3.22,4.36,20170123,2.88,1.2,-4.93,-6.81,24.66,8.48,31264,1.6833,1.15,31.5328,25.1332,0.0014,31.5328,25.1332
2023,海特高新,航空,四川,100.99,6.59,7.57,70.15,18.46,32.83,18.85,2.49,0.061,4.68,2.64,20040721,6.19,0.82,65.63,45.18,37.98,13.3,93079,1.5667,1.3,30.2672,27.0668,0,30.2672,27.0668
600666,*ST瑞德,元器件,黑龙江,0,7.95,12.27,43.06,18.73,9.71,7.9,0.64,-0.032,0.52,3.98,19930712,-9.91,-0.81,-25.1,-194.89,23.89,-8.63,85639,1.5667,1.3,30.2672,27.0668,0,30.2672,27.0668
300062,中能电气,电气设备,福建,90.74,1.89,3.08,21.23,13.45,5.15,2.26,0.73,0.031,2.5,2.22,20100319,2.11,0.68,6.88,-36.22,27.14,2.12,15047,1.5667,1.3,30.2672,27.0668,0.0074,30.2672,27.0668
2297,博云新材,矿物制品,湖南,0,4.7,4.71,21.41,11.46,5.05,11.47,2.43,-0.015,3.26,2.42,20090929,-1.02,-0.22,-41.24,-251.44,25.3,-4.48,53029,1.5667,1.3,30.2672,27.0668,0,30.2672,27.0668
2459,天业通联,工程机械,河北,0,3.87,3.89,13.9,7.48,2.96,16.85,4.33,-0.106,3.17,3.72,20100810,-8.73,-2.25,-22.8,-584.41,26.88,-29.36,20138,1.5667,1.3,30.2672,27.0668,0,30.2672,27.0668
300189,神农科技,种植业,海南,0,9.56,10.24,14.57,4.61,1.93,2.44,0.24,-0.036,1.33,2.59,20110316,0.72,0.07,-6.64,-1161.34,28.18,-34.06,46276,1.5667,1.3,30.2672,27.0668,0,30.2672,27.0668
600605,汇通能源,商贸代理,上海,0,1.47,1.47,7.51,6.2,0.24,2.65,1.8,-0.008,4.67,2.38,19920327,1.94,1.32,-94.07,-105.2,48.73,-1.6,9534,1.5667,1.3,30.2672,27.0668,0.0036,30.2672,27.0668
711,京蓝科技,软件服务,黑龙江,161.01,4.06,10.24,123.1,75.08,3.21,37.06,3.62,0.015,5.11,0.94,19970411,4.7,0.46,-21.56,-85.88,34.73,1.73,43009,1.25,1.6,26.4,30.6,0,26.4,30.6
600166,福田汽车,汽车整车,北京,28.61,66.7,66.7,533.19,286.99,98.67,78.4,1.18,0.037,2.27,0.94,19980602,-10.96,-0.16,20.29,127.7,13.36,0.96,165900,1.25,1.6,26.4,30.6,0.0024,26.4,30.6
600647,同达创业,综合类,上海,56.34,1.39,1.39,4.93,4.52,0.17,0.01,0.01,0.173,2.11,9.25,19930504,1.22,0.88,-6.88,232.1,8.24,159.33,17806,1.7667,1,32.2672,23.0668,0.0026,32.2672,23.0668
600289,*ST信通,软件服务,黑龙江,0,5.66,6.31,25.79,20.27,3.54,14.11,2.24,-0.183,-1.4,-1.77,20000720,-32.02,-5.07,-31.49,69.8,69.18,-34.55,41898,1.7667,1,32.2672,23.0668,0,32.2672,23.0668
2758,华通医药,医药商业,浙江,53.71,1.8,2.1,15.31,10.41,3.21,1.41,0.67,0.092,3.14,3.14,20150527,2.24,1.07,12.13,-5.45,14.93,2.33,14615,1.5583,1.3,30.1328,27.0332,0.0089,30.1328,27.0332
2886,沃特股份,塑料,深圳,76.67,0.5,1.19,11.98,8.23,2.15,2.85,2.4,0.14,5.59,3.84,20170627,2.44,2.05,4.72,-6.7,17.5,4.27,11170,1.5583,1.3,30.1328,27.0332,0.0028,30.1328,27.0332
300644,南京聚隆,塑料,江苏,65.7,0.4,0.64,10.27,7.79,1.91,3.18,4.96,0.211,10.79,2.57,20180206,2.65,4.14,-9.76,25.33,14.24,2.97,8862,1.5583,1.3,30.1328,27.0332,0.0055,30.1328,27.0332
603286,日盈电子,汽车配件,江苏,72.86,0.46,0.88,6.89,3.72,2.2,1.92,2.18,0.103,4.96,3.03,20170627,1.32,1.5,12.77,-28.83,25.47,5.03,8161,1.5583,1.3,30.1328,27.0332,0.0051,30.1328,27.0332
2596,海南瑞泽,其他建材,海南,80.01,8.98,11.54,70.84,35.43,5.77,16.44,1.42,0.04,3.12,2.04,20110707,7.62,0.66,-15.15,-38.91,22.76,3.73,68937,1.5583,1.3,30.1328,27.0332,0.0013,30.1328,27.0332
600812,华北制药,化学制药,河北,82.24,16.31,16.31,183.09,76.48,79.11,34.81,2.13,0.049,3.36,2.39,19940114,1.17,0.07,13,28.54,40.7,1.49,80871,1.5583,1.3,30.1328,27.0332,0.0037,30.1328,27.0332
300018,中元股份,电气设备,湖北,235.29,3.69,4.83,11.61,8.68,0.56,6.05,1.25,0.012,2.09,2.77,20091030,-1.12,-0.23,-19.09,17.19,51.19,4.49,33658,1.4167,1.45,28.4672,28.8668,0.018,28.4672,28.8668
2613,北玻股份,专用机械,河南,0,5.09,9.37,19.9,12.76,4.48,2.21,0.24,-0.006,1.57,1.75,20110830,2.48,0.26,8.29,-109.15,22.87,-1.2,31725,1.4167,1.45,28.4672,28.8668,0,28.4672,28.8668
2374,丽鹏股份,建筑工程,山东,27.74,7.91,8.77,59.28,24.43,6.64,18.06,2.06,0.053,2.78,1.06,20100318,-2.58,-0.29,-30.83,21.47,18.39,9.49,36062,1.4167,1.45,28.4672,28.8668,0,28.4672,28.8668
762,西藏矿业,小金属,西藏,0,5.21,5.21,27.73,16.57,3.35,15.83,3.04,-0.006,3.79,1.94,19970708,-1.87,-0.36,-7.46,92.16,17.16,-1.34,72797,1.4167,1.45,28.4672,28.8668,0,28.4672,28.8668
601218,吉鑫科技,机械基件,江苏,54.79,9.92,9.92,45.83,25.16,15.99,5.89,0.59,0.026,2.48,1.15,20110506,7.97,0.8,9.06,135.35,23,4.7,53654,1.4167,1.45,28.4672,28.8668,0,28.4672,28.8668
300032,金龙机电,元器件,浙江,0,7.89,8.03,21.35,9.71,8.44,29.66,3.69,-0.036,1.73,1.73,20091225,-25.22,-3.14,-51.15,93.57,10.95,-3.72,37406,1.4167,1.45,28.4672,28.8668,0,28.4672,28.8668
2554,惠博普,石油开采,北京,21.89,7.7,10.71,40.88,29.95,4.68,5.18,0.48,0.073,1.65,1.94,20110225,1.93,0.18,34.44,33.87,24.83,7.64,71999,1.4167,1.45,28.4672,28.8668,0.0032,28.4672,28.8668
2571,德力股份,玻璃,安徽,52.13,2.84,3.92,18.14,6.97,5.2,9.08,2.32,0.05,3.66,1.42,20110412,0.45,0.11,1.59,178.35,21.39,5.04,22028,1.4167,1.45,28.4672,28.8668,0,28.4672,28.8668
2114,罗平锌电,铅锌,云南,177.06,3.23,3.23,21.62,4.18,6.47,14.95,4.62,0.023,4.78,1.69,20070215,-3.16,-0.98,45.52,109.23,9.41,0.86,34993,1.4167,1.45,28.4672,28.8668,0,28.4672,28.8668
300565,科信技术,通信设备,深圳,0,0.72,2.08,9.42,6,2.72,2.56,1.23,-0.128,3.48,4.36,20161122,2.25,1.08,-53.64,-253.96,24.71,-19.26,20905,1.6667,1.15,31.2672,25.0668,0,31.2672,25.0668
590,启迪古汉,中成药,湖南,91.12,2.23,2.39,8.19,4.79,1.47,4.74,1.98,0.064,2.49,4.71,19960119,-1.64,-0.69,54.67,345,50.96,9.86,16286,1.6667,1.15,31.2672,25.0668,0,31.2672,25.0668
600281,太化股份,综合类,山西,0,5.14,5.14,12.49,3.99,0.26,5.78,1.12,-0.046,0.8,5.71,20001109,-7.35,-1.43,-37,33.55,4.18,-11.9,32211,1.6667,1.15,31.2672,25.0668,0,31.2672,25.0668
300069,金利华电,电气设备,浙江,0,0.84,1.17,5.61,2.88,1.48,2.61,2.23,-0.002,2.95,4.78,20100421,-0.5,-0.43,-7.37,97.39,32.58,-0.27,7681,1.6667,1.15,31.2672,25.0668,0,31.2672,25.0668
600259,广晟有色,小金属,海南,80.57,2.62,3.02,37.32,26.72,2.87,20.88,6.92,0.217,5.78,6.05,20000525,-6.76,-2.24,34.85,317.32,5.81,4.24,44645,1.6667,1.15,31.2672,25.0668,0,31.2672,25.0668
38,深大通,广告包装,深圳,414.68,2.29,5.23,32.22,24.63,0.47,43.13,8.25,0.019,5.44,2.93,19940808,-20.3,-3.88,-12.12,-91.56,6.55,0.93,26871,1.55,1.3,30,27,0,30,27
300063,天龙集团,互联网,广东,19.37,5.82,7.49,26.77,23.02,2.12,12.09,1.61,0.081,1.4,2.23,20100326,-8.9,-1.19,-1.52,-22.01,7.17,1.61,32505,1.55,1.3,30,27,0,30,27
2141,贤丰控股,元器件,广东,961.44,6.37,11.35,19.05,4.63,2.19,1.82,0.16,0.002,1.26,2.83,20070720,0.92,0.08,-7.87,1.62,13.39,0.46,52033,1.55,1.3,30,27,0.0003,30,27
600645,中源协和,生物制药,天津,71.24,3.84,4.68,44.83,14.32,5.85,29.63,6.33,0.135,6.14,3.13,19930504,-5.68,-1.21,57.57,-76.64,69.57,9.45,41672,1.55,1.3,30,27,0,30,27
2505,大康农业,农业综合,湖南,167.72,54.85,54.85,133.88,54.58,29.48,2.54,0.05,0.006,0.85,2.32,20101118,-7.54,-0.14,-1.94,32.76,8.41,0.48,151135,1.55,1.3,30,27,0,30,27
600172,黄河旋风,矿物制品,河南,49.64,11.88,14.51,119.75,50.74,43.89,18.32,1.26,0.033,3.1,1.05,19981126,11.94,0.82,-4.27,-61,23.66,2.88,72332,1.2333,1.6,26.1328,30.5332,0,26.1328,30.5332
2500,山西证券,证券,山西,25.5,28.29,28.29,602.53,0,3.73,67.13,2.37,0.151,4.43,1.74,20101115,14.71,0.52,5.23,288.31,0,13.65,151288,1.2333,1.6,26.1328,30.5332,0.0066,26.1328,30.5332
300655,晶瑞股份,化工原料,江苏,91.71,0.82,1.51,11.67,5.69,3.48,2.23,1.47,0.095,3.4,5.14,20170523,1.27,0.84,2.24,-39.62,26.06,3.85,10495,1.6583,1.15,31.1328,25.0332,0.0089,31.1328,25.0332
600624,复旦复华,化学制药,上海,104.45,6.85,6.85,21.42,11.98,3.4,1.72,0.25,0.043,1.69,5.34,19930105,2.9,0.42,86.43,46.68,35.72,3.46,123902,1.6583,1.15,31.1328,25.0332,0.0028,31.1328,25.0332
300252,金信诺,通信设备,深圳,102,3.79,5.78,52.99,33.42,6.11,11.67,2.02,0.053,4.17,2.58,20110818,6.35,1.1,-4.77,-66.53,17.02,2.34,29413,1.5417,1.3,29.8672,26.9668,0.0051,29.8672,26.9668
300044,赛为智能,软件服务,深圳,34.42,5.3,7.73,50.66,26.49,5.43,10.21,1.32,0.112,3.13,2.47,20100120,5.98,0.77,19.75,4.63,27.32,12.39,60626,1.5417,1.3,29.8672,26.9668,0.0014,29.8672,26.9668
600128,弘业股份,商贸代理,江苏,0,2.47,2.47,32.89,16.72,3.08,5.27,2.13,-0.039,6.22,1.22,19970901,3.89,1.58,-30.16,74.06,7.81,-0.59,38073,1.4,1.45,28.2,28.8,0,28.2,28.8
2513,蓝丰生化,农药化肥,江苏,41.84,3.14,3.4,31.39,9.44,14.29,18.12,5.33,0.064,4.93,1.09,20101203,-5.32,-1.57,-14.17,-28.97,21.68,2.77,19600,1.4,1.45,28.2,28.8,0,28.2,28.8
300323,华灿光电,半导体,湖北,0,8.15,10.99,126.29,46.34,49.07,38.09,3.47,-0.484,4.86,1.08,20120601,3.83,0.35,-23.02,-269.62,-6.39,-42.58,33619,1.4,1.45,28.2,28.8,0.0088,28.2,28.8
300083,劲胜智能,元器件,广东,156.95,12.51,14.31,86.12,52.62,10.7,36.56,2.56,0.009,1.92,1.55,20100520,-24.11,-1.69,-2.51,-47.83,13.38,0.46,41194,1.4,1.45,28.2,28.8,0,28.2,28.8
600375,华菱星马,汽车整车,安徽,50.58,5.56,5.56,129.2,76.05,28.8,26.67,4.8,0.051,5.11,1.02,20030401,-4.86,-0.87,2.87,-29.89,14.25,0.75,41502,1.4,1.45,28.2,28.8,0,28.2,28.8
300269,联建光电,半导体,深圳,69.11,4.02,5.94,43.52,20.95,5.42,37.44,6.31,0.034,3.41,1.37,20111012,-24.18,-4.07,-12.38,-87.27,24.1,1.2,21011,1.4,1.45,28.2,28.8,0,28.2,28.8
600146,商赢环球,服饰,宁夏,0,2,4.7,17.72,12.79,0.85,26.25,5.59,-0.428,2.07,9.31,19990707,-21.16,-4.5,-51.63,-687.47,35.18,-29.89,31488,1.75,1,32,23,0,32,23
2058,威 尔 泰,电器仪表,上海,0,1.43,1.43,2.07,1.7,0.17,0,0,-0.034,1.29,10.42,20060802,0.24,0.17,-9.1,-81.09,34.37,-11.94,9314,1.75,1,32,23,0.0008,32,23
2066,瑞泰科技,其他建材,北京,97.77,2.31,2.31,41.1,28.19,7.88,1.63,0.71,0.041,1.88,4.22,20060823,0.19,0.08,8.97,48.61,17.8,0.46,27987,1.65,1.15,31,25,0,31,25
300469,信息发展,软件服务,上海,0,1.66,2.05,14.37,10.29,0.14,1.38,0.67,-0.006,2.29,6.62,20150611,2.06,1,22.39,28.58,36.9,-0.44,13627,1.65,1.15,31,25,0.0012,31,25
600343,航天动力,航空,陕西,265.68,6.38,6.38,41.46,29.3,7.61,11.64,1.82,0.02,3.43,3.12,20030408,3.35,0.52,20.76,13.8,12.98,1.59,83753,1.5333,1.3,29.7328,26.9332,0.0048,29.7328,26.9332
300141,和顺电气,电气设备,江苏,1262.41,1.64,2.55,15.43,13.64,1.33,2.43,0.95,0.003,2.8,2.33,20101112,2.08,0.82,-8.51,-47.72,17.35,0.21,22288,1.5333,1.3,29.7328,26.9332,0.0024,29.7328,26.9332
2865,钧达股份,汽车配件,海南,0,0.38,1.21,17.13,8.4,3.56,3.8,3.15,-0.369,7.09,2.34,20170425,2.86,2.36,-34.31,-275.08,15.86,-14.6,15562,1.5333,1.3,29.7328,26.9332,0.0093,29.7328,26.9332
603683,晶华新材,化工原料,上海,195.62,0.44,1.27,13.72,5.96,4.69,3.68,2.9,0.034,6.29,2.09,20171020,2.8,2.21,8.96,-75.62,15.56,0.99,13571,1.5333,1.3,29.7328,26.9332,0.0039,29.7328,26.9332
603093,南华期货,多元金融,浙江,42.27,0.7,5.8,134.17,0,0.26,6.49,1.12,0.091,4.12,1.86,20190830,7.7,1.33,0,0,0,1.38,68807,1.2167,1.6,25.8672,30.4668,0,25.8672,30.4668
601066,中信建投,证券,北京,32.69,8.64,76.46,2482.1,0,4.38,87.53,1.14,0.305,6.38,3.12,20180620,164.3,2.15,12.21,37.61,0,39.45,133609,1.2167,1.6,25.8672,30.4668,0.0187,25.8672,30.4668
300721,怡达股份,化工原料,江苏,204.01,0.42,0.81,15.17,5.96,3.31,5.41,6.72,0.046,10.53,1.77,20171115,2.01,2.5,-18.96,-83.95,12.82,0.8,10158,1.3833,1.45,27.9328,28.7332,0.0082,27.9328,28.7332
807,云铝股份,铝,云南,40.88,24.3,26.07,390.29,91.55,208.69,64.36,2.47,0.062,3.24,1.56,19980408,-9.78,-0.38,3.44,232.98,11.88,1.48,153792,1.3833,1.45,27.9328,28.7332,0,27.9328,28.7332
2185,华天科技,半导体,甘肃,88.02,27.4,27.4,145.5,43.94,75.92,11.31,0.41,0.031,2.15,2.56,20071120,23.91,0.87,1.41,-59.33,13.19,2.23,125569,1.525,1.3,29.6,26.9,0.0029,29.6,26.9
2313,日海智能,通信设备,深圳,64.72,3.11,3.12,75.63,61.45,2.9,10.57,3.39,0.138,6.62,2.71,20091203,6.36,2.04,29.51,-12.11,16.79,1.82,23000,1.525,1.3,29.6,26.9,0.0014,29.6,26.9
601878,浙商证券,证券,浙江,28.57,12.09,33.33,716.58,0,8.99,39.81,1.19,0.144,4.17,1.98,20170626,45.15,1.35,51.68,19.99,0,17.99,117082,0.9667,1.75,22.4672,31.8668,0.0087,22.4672,31.8668
2564,天沃科技,化工机械,江苏,33.58,7.49,8.83,305.64,245.68,14.57,23.06,2.61,0.08,4.26,1.22,20110310,5.38,0.61,-1.78,-33.75,15.87,1.75,50471,1.375,1.45,27.8,28.7,0,27.8,28.7
300068,南都电源,电气设备,浙江,20.13,7.97,8.71,137.15,74.04,34.12,38.76,4.45,0.289,7.3,1.59,20100421,14.81,1.7,-3.58,-16.39,11.81,6.32,53269,1.375,1.45,27.8,28.7,0,27.8,28.7
2184,海得控制,软件服务,上海,243.26,1.57,2.4,20.68,14.9,2.54,5.72,2.38,0.022,3.86,2.74,20071116,0.71,0.3,10.68,111.67,18.39,0.62,29145,1.5167,1.3,29.4672,26.8668,0,29.4672,26.8668
2548,金新农,饲料,深圳,151.14,3.98,4.33,37.52,9.83,8.98,12.45,2.88,0.04,3.84,3.15,20110218,0.26,0.06,-10.34,147.65,19.05,1.37,37668,1.5167,1.3,29.4672,26.8668,0,29.4672,26.8668
300076,GQY视讯,IT设备,浙江,67.93,3.7,4.24,10.86,9.41,0.68,5.08,1.2,0.041,2.4,2.31,20100430,0.55,0.13,-62.57,-51.95,31.34,36.08,31736,1.5167,1.3,29.4672,26.8668,0.0044,29.4672,26.8668
